sample_id,class,class_name,orig_fLength,orig_fWidth,orig_fSize,orig_fConc,orig_fConc1,orig_fAsym,orig_fM3Long,orig_fM3Trans,orig_fAlpha,orig_fDist,rec_fLength,rec_fWidth,rec_fSize,rec_fConc,rec_fConc1,rec_fAsym,rec_fM3Long,rec_fM3Trans,rec_fAlpha,rec_fDist,error_fLength,error_fWidth,error_fSize,error_fConc,error_fConc1,error_fAsym,error_fM3Long,error_fM3Trans,error_fAlpha,error_fDist,mse_total
1658,1.0,Сигнал,-0.52911675,-0.10159103,-0.3358875,-0.37222075,-0.49040017,0.013108578,-0.5376354,-0.56253815,1.0498365,0.43671185,-0.17261374,-0.08144154,0.03414488,-0.1829541,-0.16306864,0.34480807,0.09098567,-0.095640846,0.083480716,-0.12908031,0.356503,0.020149492,0.37003237,0.18926665,0.32733154,0.3316995,0.62862104,0.4668973,0.9663558,0.56579214,0.23845387
1659,1.0,Сигнал,-0.24092625,-0.27943474,-0.2216163,-0.73705405,-0.81353766,0.01994946,0.31536695,-0.1743824,-0.4436784,-0.3803171,-0.13002938,-0.13595054,0.085002035,-0.31597775,-0.31234202,0.23873822,0.059836563,-0.030313458,-0.2782657,-0.08105981,0.11089687,0.1434842,0.30661833,0.4210763,0.50119567,0.21878876,0.2555304,0.14406894,0.1654127,0.29925728,0.08062394
1660,0.0,Фон,-0.69137114,-0.6748122,-0.18479559,-0.038425565,-0.02864658,0.10914997,-0.57461464,-0.5377687,1.0435023,-0.4906941,-0.47946692,-0.3546079,-0.43163207,0.4001136,0.43431452,0.33509576,-0.015324745,-0.06042826,0.43731716,-0.37678412,0.21190423,0.3202043,0.24683648,0.43853918,0.4629611,0.2259458,0.5592899,0.47734046,0.6061852,0.11390999,0.15871586
1661,1.0,Сигнал,-0.65091985,-0.3114132,-0.2216163,0.31932884,0.33319542,0.3531155,0.2471859,-0.43787065,-0.38421065,-0.5534022,-0.49881068,-0.47506294,-0.34115127,0.28512672,0.29717755,0.23618701,-0.010102067,0.02644527,-0.0027677268,-0.3399795,0.15210918,0.16364974,0.11953497,0.03420213,0.036017865,0.11692849,0.25728798,0.46431592,0.3814429,0.21342269,0.05531807
1662,1.0,Сигнал,-0.39895767,-0.39833435,0.21896265,-0.2709387,-0.34998387,0.85215646,0.37498292,-0.5663744,-0.95442903,-0.22917691,-0.28991306,-0.27879286,-0.042171843,-0.17163423,-0.15118425,0.30435205,0.03843042,-0.01574289,-0.15723728,-0.21754728,0.10904461,0.119541496,0.2611345,0.09930447,0.19879963,0.5478044,0.3365525,0.5506315,0.79719174,0.011629626,0.14959571
1663,1.0,Сигнал,0.6515507,0.28389275,1.0688018,-0.60800105,-0.46519724,-0.5165108,-0.9798945,-0.76074183,-1.0058267,1.3455589,0.9621433,0.84760606,0.8718501,-0.69254065,-0.7759147,-0.5729944,-0.08652255,0.05307866,-0.27215752,0.55814314,0.3105926,0.5637133,0.19695169,0.08453959,0.3107175,0.056483626,0.89337194,0.8138205,0.73366916,0.78741574,0.31786245
1664,1.0,Сигнал,-0.7471465,-0.85472804,-1.5312912,1.8881118,2.156807,-0.29137754,-0.50314534,-0.31921095,-0.8887995,-0.7964675,-0.9134376,-0.9896413,-1.1568946,1.2518039,1.2870125,0.10659771,-0.27406883,0.09240371,0.19323708,-0.8098707,0.16629112,0.13491327,0.37439668,0.63630795,0.8697945,0.39797527,0.2290765,0.41161466,1.0820366,0.013403237,0.2898727
1665,1.0,Сигнал,-0.71226823,-0.5090772,-1.2020209,0.87583566,0.7760468,-0.18919408,-0.4357319,0.34704953,-0.590177,-1.5788352,-0.74689585,-0.8607222,-0.76356244,0.7044611,0.80661136,0.21907176,-0.20970541,0.10310872,-0.052061427,-0.6745349,0.034627616,0.351645,0.43845844,0.17137456,0.030564547,0.40826583,0.22602648,0.24394082,0.53811556,0.90430033,0.1732006
1666,1.0,Сигнал,-0.7576991,-0.8401569,-1.5992191,1.9131601,1.8579724,0.4465681,0.053981703,-0.30789992,1.1020236,-1.3540654,-0.96063936,-0.80147356,-1.4847885,1.8825715,1.8494413,0.16441306,-0.19584899,-0.031471506,1.1591102,-0.77259237,0.20294029,0.038683355,0.11443055,0.030588627,0.008531094,0.28215504,0.2498307,0.2764284,0.057086587,0.58147305,0.061659325
1667,1.0,Сигнал,0.693948,0.6777037,1.583657,-0.616169,-0.52910465,0.5017571,0.7037738,-0.88394713,-0.9794247,2.5811052,0.84675324,0.98118687,1.0264426,-0.961232,-1.0009274,-0.10955866,0.00575098,-0.074016504,0.030898329,0.6633253,0.15280527,0.3034832,0.5572144,0.34506303,0.4718228,0.6113157,0.69802284,0.8099306,1.010323,1.9177799,0.6983188
1668,0.0,Фон,-0.69581157,-0.39504197,-0.24298926,0.028551286,-0.2572731,0.7240815,0.20858903,-0.114613436,-0.27581292,-0.07680106,-0.37680835,-0.32548904,-0.1916437,0.08421599,0.08813362,0.28571993,0.036249395,-0.02261256,0.034917597,-0.25989333,0.31900322,0.06955293,0.051345557,0.055664703,0.3454067,0.4383616,0.17233963,0.09200087,0.31073052,0.18309227,0.059204362
1669,0.0,Фон,1.7766249,-0.1581222,0.8406826,-1.1547065,-0.9413525,-2.771508,-2.1460142,-0.27910116,-0.41997024,-0.29344156,1.9165573,1.4427078,1.2987926,-0.9341331,-0.9094798,-1.4851393,-0.3795285,0.2371542,-0.4676504,0.7018974,0.1399324,1.60083,0.45810997,0.22057337,0.03187269,1.2863687,1.7664857,0.5162554,0.04768017,0.9953389,0.887648
1670,1.0,Сигнал,-0.47198892,-0.4167475,-0.56887376,0.5561982,1.0748814,0.64157134,0.41053894,0.7137896,0.055748865,-0.0869163,-0.6325091,-0.5640408,-0.64744097,0.80537754,0.76402664,0.18576474,-0.04409643,0.018987149,0.31650865,-0.4102264,0.1605202,0.14729327,0.07856721,0.24917936,0.3108548,0.4558066,0.45463538,0.6948024,0.26075977,0.3233101,0.12820843
1671,1.0,Сигнал,-0.5859538,0.24808878,0.54548204,-0.7468555,-0.8234388,-0.12278015,0.04602322,-1.1085465,0.5898283,-1.4188035,-0.046609618,0.0035723224,0.16050862,-0.5063399,-0.39471886,0.42908543,0.030286219,-0.09439407,-0.032103743,-0.12594993,0.53934413,0.24451646,0.3849734,0.24051559,0.42871997,0.5518656,0.015737,1.0141524,0.621932,1.2928535,0.41321117
1672,1.0,Сигнал,-0.33543628,-0.11822884,0.29323894,-0.6945809,-0.7271276,0.19992577,-0.017835053,-0.6220079,-0.4525225,0.3481032,0.0005592704,0.0387189,0.24131186,-0.43630344,-0.45123246,0.2511732,0.07534391,-0.06207442,-0.23958261,0.03527248,0.33599555,0.15694773,0.051927075,0.25827748,0.27589515,0.051247433,0.09317896,0.5599335,0.21293987,0.31283072,0.075108804
1673,1.0,Сигнал,-0.5717244,-0.85038584,-1.3154457,0.7527725,0.40070325,0.72669065,-0.04511847,-0.12459745,0.035443455,-0.6951546,-0.69944096,-0.66147625,-0.7846307,0.8472654,0.8908352,0.2848739,-0.11418298,0.0225688,0.4183008,-0.57205576,0.12771654,0.18890959,0.53081495,0.09449291,0.49013197,0.44181675,0.06906451,0.14716625,0.38285735,0.12309885,0.09662841
1674,0.0,Фон,1.7026905,0.9698465,0.4066637,-0.46805757,-0.46969777,1.322976,2.4633148,1.8061779,0.8795645,1.2398865,0.6806109,0.83145595,0.8183234,-0.92523366,-0.85257137,0.29415736,0.110518694,-0.17068714,0.13456064,0.49715897,1.0220796,0.13839054,0.4116597,0.4571761,0.3828736,1.0288186,2.352796,1.976865,0.7450039,0.7427275,1.3197652
1675,1.0,Сигнал,-0.13805544,-0.64497733,-0.38561663,-0.11683749,-0.082652844,-0.10498337,-1.0076412,-0.36461434,-0.84672487,-0.09641104,-0.29510254,-0.42687175,-0.19239034,-0.10378166,-0.004230993,0.15040258,-0.013175938,0.09046412,-0.41328272,-0.30275613,0.1570471,0.21810558,0.1932263,0.013055824,0.07842185,0.25538594,0.99446523,0.45507845,0.43344215,0.20634508,0.16076206
1676,1.0,Сигнал,0.13273025,-0.28140798,0.10934695,-0.70710504,-0.7937354,-0.91902137,0.71171266,-0.70428795,-0.9547854,0.69224066,0.40873134,0.36615655,0.47343722,-0.42683578,-0.5383035,-0.25899845,0.033642735,0.01593712,-0.35121194,0.33520985,0.2760011,0.64756453,0.36409026,0.28026927,0.2554319,0.6600229,0.67806995,0.7202251,0.60357344,0.3570308,0.26777798
1677,0.0,Фон,-0.81088305,-0.7142878,-0.61119646,1.3381393,1.045178,-0.23602274,-0.41540378,-0.09146056,1.9765741,-0.24650948,-0.7148869,-0.48354998,-1.0525674,1.3647748,1.3236728,0.27419066,-0.08125524,-0.06757761,1.1561618,-0.5470403,0.09599614,0.23073784,0.4413709,0.026635528,0.27849472,0.5102134,0.33414853,0.023882955,0.8204123,0.3005308,0.14714707
1678,1.0,Сигнал,-0.36839458,-0.42177677,-0.5424221,-0.25242478,-0.3931889,0.46625656,0.3098349,0.4683295,-1.0327269,-0.1636231,-0.32022756,-0.38859704,-0.1358052,-0.058909886,-0.03134288,0.20440648,0.019110512,0.05170412,-0.31779608,-0.22654316,0.04816702,0.03317973,0.40661693,0.19351488,0.36184603,0.26185006,0.2907244,0.41662538,0.7149308,0.062920064,0.11788867
1679,1.0,Сигнал,-0.80730796,-0.8082389,-1.5683236,2.0062742,2.1775093,0.049730904,-0.083259895,0.1905577,0.6695785,-0.6964518,-0.9558098,-0.8463609,-1.412523,1.806678,1.7586637,0.105359025,-0.20604189,-0.0073397243,0.9236301,-0.74763685,0.14850181,0.038122,0.15580058,0.19959617,0.41884565,0.05562812,0.12278199,0.19789743,0.25405163,0.05118507,0.038754568
1680,1.0,Сигнал,-0.9482372,-0.65667385,-1.3717347,2.269281,2.6410632,0.28558993,-0.07384674,0.4984456,1.5802833,-1.1291311,-1.031093,-0.82766515,-1.6432112,2.1763387,2.1210325,0.10469931,-0.1916482,-0.04287059,1.3430783,-0.78030616,0.08285582,0.1709913,0.2714765,0.09294224,0.52003074,0.18089062,0.11780146,0.5413162,0.23720503,0.34882492,0.09064397
1681,1.0,Сигнал,-0.64493066,-0.43300056,-0.51914465,0.031273924,0.04066146,-0.022557752,-0.5756551,0.15260011,-0.30070516,0.785931,-0.3737149,-0.3849981,-0.14250015,0.010594055,0.0072782617,0.21133265,0.047973912,0.039243236,-0.23477703,-0.2184641,0.27121577,0.04800245,0.3766445,0.020679869,0.033383198,0.2338904,0.62362903,0.11335687,0.06592813,1.0043951,0.16888891
1682,1.0,Сигнал,-0.7009945,-0.5098522,-1.3097321,1.1072598,0.88945997,-0.3811229,-0.48896182,-0.18284638,-0.96168286,-1.1264966,-0.7149265,-0.8567602,-0.68529445,0.59392315,0.7139361,0.23599957,-0.20596291,0.11503952,-0.13670352,-0.6557174,0.01393199,0.34690803,0.62443763,0.5133366,0.17552388,0.6171225,0.28299892,0.2978859,0.8249793,0.47077918,0.22566731
1683,1.0,Сигнал,-0.77334005,-0.56344277,-0.95443326,1.4198184,1.6167444,0.2540183,0.19571099,0.20977294,2.1044302,-0.2820265,-0.78476965,-0.52556163,-1.2138479,1.6411699,1.5665369,0.2214156,-0.08005069,-0.07141266,1.3025223,-0.5640353,0.011429608,0.037881136,0.2594146,0.2213515,0.050207496,0.032602713,0.27576166,0.2811856,0.8019079,0.2820088,0.09991369
1684,1.0,Сигнал,-0.74695027,-0.52876,-0.937081,0.61119545,0.7679458,0.09835481,-0.4189315,0.09858798,0.5687565,-1.1361116,-0.7282735,-0.66956663,-0.86055833,0.9818385,0.9919739,0.22902924,-0.11907345,0.016654223,0.473716,-0.57315785,0.018676758,0.14080662,0.07652265,0.37064308,0.22402805,0.13067442,0.29985806,0.08193376,0.09504053,0.56295377,0.06532493
1685,1.0,Сигнал,0.17951828,0.051732946,1.097158,-0.6401282,-0.7460298,-0.94755405,0.7522648,0.69249934,-1.0267069,1.0156235,0.7211719,0.66055614,0.7187008,-0.58500826,-0.69291663,-0.40985,-0.02283043,0.029651716,-0.278007,0.48963717,0.54165363,0.6088232,0.37845713,0.05511993,0.053113163,0.53770405,0.7750952,0.66284764,0.7486999,0.5259863,0.29796216
1686,1.0,Сигнал,1.0006073,-0.6736799,-0.2867932,-0.14950913,-0.19786622,0.47295532,1.5094532,-0.35492468,-1.0253657,0.74879456,-0.013189755,0.0029325113,0.2217824,-0.37074566,-0.38988525,0.24625796,0.07900058,-0.05444836,-0.23582956,0.02384004,1.013797,0.6766124,0.5085756,0.22123653,0.19201903,0.22669736,1.4304526,0.3004763,0.7895361,0.7249545,0.51668537
1687,0.0,Фон,-0.56917554,-0.28644824,-0.14289615,0.13255599,0.037061043,-0.35307407,0.14694713,0.7516603,-1.014372,-0.6988455,-0.38975155,-0.50594354,-0.23305713,0.049538426,0.14009228,0.17538601,-0.017420772,0.09647348,-0.3367423,-0.3054853,0.17942399,0.2194953,0.09016098,0.083017565,0.10303124,0.5284601,0.1643679,0.65518683,0.6776297,0.3933602,0.14554784
1688,1.0,Сигнал,-0.39917755,-0.33951116,-0.2774822,-0.6531968,-0.6344169,0.40050593,-0.49762115,0.6024309,-0.81373197,0.6606807,-0.048429217,-0.09698001,0.104400605,-0.28655085,-0.2888164,0.104015216,0.05135506,0.0027804403,-0.3729851,-0.037381038,0.35074833,0.24253115,0.38188282,0.36664596,0.3456005,0.29649073,0.5489762,0.59965044,0.44074687,0.69806176,0.20119596
1689,0.0,Фон,-0.2446621,-0.6052654,-0.119195454,-0.16475588,-0.15106079,-0.3010695,-0.7047458,0.34613267,-0.2124251,-1.7037499,-0.40687478,-0.5156528,-0.2732766,-0.112006105,0.023193417,0.2601901,-0.045412112,0.086984605,-0.35876983,-0.43658483,0.16221267,0.0896126,0.15408114,0.052749775,0.17425421,0.5612596,0.6593337,0.25914806,0.14634474,1.2671651,0.25352463
1690,1.0,Сигнал,0.14367771,-0.110720664,0.7871444,-0.17945813,0.049662504,-0.48589686,0.78922445,-0.8208968,-0.9026711,1.3907192,0.24382555,0.2827001,0.43683508,-0.4352491,-0.54749274,0.006782636,0.09286326,-0.048343174,-0.26652846,0.30737436,0.10014784,0.39342076,0.35030934,0.25579095,0.5971553,0.49267948,0.6963612,0.7725536,0.6361426,1.0833448,0.36123538
1691,0.0,Фон,-0.52360046,-0.6815014,-0.23664086,0.6182743,0.5375191,0.6882714,0.5168771,0.21468051,1.7885066,-0.7977205,-0.5837544,-0.36907765,-0.7871316,0.936792,0.94034445,0.35112962,-0.054487873,-0.09407873,0.98449737,-0.4836862,0.06015396,0.31242374,0.55049074,0.31851774,0.40282536,0.33714178,0.571365,0.30875924,0.80400926,0.31403428,0.19484922
1692,0.0,Фон,2.0886564,2.7845054,2.4036586,-1.4890462,-1.4184078,-0.13289343,-1.5690144,-1.2088596,2.0732152,2.8472066,2.3175683,2.3261592,2.214504,-1.8764697,-1.6788744,-0.9632032,-0.34791332,-0.015589454,0.35233942,1.2814109,0.22891188,0.45834613,0.18915462,0.38742352,0.26046658,0.83030975,1.221101,1.1932701,1.7208759,1.5657957,0.9533726
1693,0.0,Фон,-0.85944915,-0.6839308,-0.8077852,2.099933,1.8057662,0.19654678,-0.39021698,0.41556236,-0.739699,0.021617923,-0.83992434,-0.83046967,-1.0705538,1.2807863,1.2480619,0.100380935,-0.18676017,0.04693333,0.37603816,-0.66205525,0.019524813,0.14653885,0.26276857,0.81914663,0.5577043,0.09616584,0.2034568,0.36862904,1.1157372,0.6836732,0.2971746
1694,1.0,Сигнал,-0.80201393,-0.51406795,-0.7453593,0.6182743,0.44120795,0.21699497,0.013223441,-0.37047252,-0.49449366,-1.1678053,-0.66161084,-0.6929472,-0.5848736,0.5234095,0.6074169,0.25738916,-0.11021912,0.07467107,0.024371643,-0.5333545,0.14040309,0.17887926,0.16048568,0.094864786,0.16620898,0.040394187,0.12344256,0.44514358,0.5188653,0.6344508,0.10008629
1695,1.0,Сигнал,-0.51393455,-0.6152195,-0.78154516,0.1744846,-0.061950445,0.074962474,0.083866246,-0.45258367,-0.79905564,0.57118946,-0.3583238,-0.3866088,-0.14279293,-0.03959798,-0.019309642,0.21709827,0.031812053,0.04240091,-0.26496196,-0.23241296,0.15561074,0.22861066,0.6387522,0.21408257,0.042640805,0.1421358,0.052054193,0.49498457,0.5340937,0.80360246,0.17310865
1696,1.0,Сигнал,0.67295384,0.93715346,1.3409365,-0.8601172,-0.86664385,0.3694876,-1.0268738,-1.1475415,-1.0420384,2.0468056,1.1070151,1.0831378,1.0903584,-0.93821543,-0.97819966,-0.4600041,-0.090114385,0.00010483619,-0.10879339,0.6770642,0.4340613,0.14598429,0.25057817,0.07809824,0.111555815,0.82949173,0.9367595,1.1476463,0.93324506,1.3697414,0.5920859
1697,0.0,Фон,-0.18521944,-0.6415036,-0.7104431,0.46526214,0.4106044,1.0235457,0.28593394,0.24347925,1.7323573,-0.05915422,-0.51613325,-0.2986889,-0.6763288,0.8093614,0.8009187,0.36203867,-0.028118867,-0.10971284,0.9365064,-0.42305872,0.3309138,0.34281468,0.0341143,0.34409925,0.3903143,0.66150707,0.31405282,0.3531921,0.7958509,0.3639045,0.19257097
1698,1.0,Сигнал,0.9494521,-0.23651832,0.6180654,-1.0381776,-0.95575416,-0.8521404,1.4699593,-0.29747194,-0.76389384,1.5150065,0.94545853,0.8820889,0.9364777,-0.7192827,-0.80812335,-0.5306591,-0.07480675,0.03172987,-0.18311678,0.6218016,0.003993571,1.1186073,0.3184123,0.31889492,0.14763081,0.32148135,1.544766,0.32920182,0.58077705,0.8932049,0.52093166
1699,0.0,Фон,0.23801044,0.256328,0.2657292,-1.0000607,-0.91254914,1.5690312,-0.73026633,-1.240351,1.2600908,-0.24482316,0.24073553,0.36840728,0.37119207,-0.7075824,-0.47556403,0.5844901,0.067305565,-0.19102237,0.28415778,0.040562905,0.0027250946,0.11207929,0.10546288,0.29247826,0.4369851,0.9845411,0.7975719,1.0493286,0.9759331,0.28538606,0.4040614
1700,1.0,Сигнал,0.8619858,0.09485274,1.583657,-1.2260395,-1.2086835,0.8872678,1.4628704,0.73932624,-0.94953567,0.5511435,0.7130536,0.7992144,0.83586305,-0.88536453,-0.88696903,0.08307955,0.047558185,-0.107875995,-0.0480001,0.49496284,0.14893222,0.7043617,0.747794,0.340675,0.32171446,0.80418825,1.4153122,0.84720224,0.9015356,0.056180686,0.5480563
1701,0.0,Фон,-0.5026158,-0.41702235,-0.35281658,-0.17346832,-0.18706496,-0.43558937,-0.7028671,0.5055005,1.70612,0.7510947,-0.29614174,-0.15533262,-0.17634578,0.14497915,0.13517979,0.30876192,0.06696521,-0.098745815,0.3180323,-0.19469842,0.20647407,0.26168972,0.1764708,0.31844747,0.32224476,0.74435127,0.7698323,0.6042463,1.3880877,0.94579315,0.4680632
1702,0.0,Фон,-0.7243412,-0.5921288,-0.92184484,0.81103694,0.7976493,0.5397855,-0.0033727603,-0.5597924,1.072192,-0.06157471,-0.6484158,-0.46011767,-0.8638674,1.09836,1.0626742,0.26985288,-0.061525438,-0.055783518,0.8948162,-0.48388624,0.07592541,0.13201115,0.057977438,0.287323,0.26502484,0.26993263,0.05815268,0.5040089,0.17737573,0.42231154,0.071942516
1703,0.0,Фон,-0.76976967,-0.55724275,-0.6943605,0.7500499,0.56992286,0.05614878,-0.33995724,-0.5085357,0.21500398,-0.7984333,-0.6859554,-0.6321591,-0.73518986,0.8133165,0.83691,0.24380228,-0.090370744,0.023534283,0.3715275,-0.5206567,0.08381426,0.07491636,0.04082936,0.063266635,0.26698714,0.1876535,0.2495865,0.53207,0.15652351,0.2777766,0.05718543
1704,0.0,Фон,-0.06330523,0.04344977,-0.098457344,0.80668074,1.096484,-0.5420063,-1.2417784,0.7461978,-0.16885602,-1.4083165,-0.6074639,-0.76498574,-0.46197575,0.20989704,0.3804976,0.31347674,-0.13673729,0.1415144,-0.28500643,-0.5842904,0.5441587,0.8084355,0.36351842,0.5967837,0.7159864,0.85548306,1.105041,0.6046834,0.11615041,0.8240261,0.49617285
1705,1.0,Сигнал,0.8392089,0.056712747,0.79179996,-1.1715868,-1.1753796,0.2737846,1.3483402,0.6582043,-0.81468993,0.9499627,0.7538731,0.7832378,0.8315286,-0.7607715,-0.8322145,-0.187934,0.00024397299,-0.02845914,-0.13082226,0.52920604,0.08533579,0.72652507,0.03972864,0.41081524,0.34316516,0.46171862,1.3480961,0.68666345,0.6838677,0.42075664,0.39699957
1706,1.0,Сигнал,-0.6963152,-0.69212055,-1.0310373,1.2749741,1.5960419,0.53148437,-0.33778602,-0.35095808,-0.65486,-1.0365506,-0.8309186,-0.8741532,-1.0348192,1.1339672,1.1517696,0.15576157,-0.22027725,0.06531737,0.2599683,-0.72014356,0.13460338,0.18203264,0.0037819147,0.14100695,0.44427228,0.3757228,0.11750877,0.41627544,0.9148283,0.31640708,0.15338144
1707,0.0,Фон,-0.2647955,-0.0037319115,0.38253975,-0.6826013,-0.7595314,0.013433448,-0.9875428,-0.7432348,1.3266323,-1.3083235,-0.012518458,0.05528947,0.1730235,-0.5286422,-0.36930063,0.4933709,0.025793102,-0.11828917,0.08443701,-0.13028768,0.25227705,0.05902138,0.20951624,0.1539591,0.39023075,0.47993743,1.013336,0.62494564,1.2421952,1.1780359,0.4865572
1708,1.0,Сигнал,-0.7853515,-0.82574517,-1.4089787,2.1483958,1.6473479,0.44061214,0.035176992,0.24353233,-0.15594241,-0.704636,-0.91416496,-0.87111306,-1.2833562,1.5706358,1.537525,0.12884988,-0.22107129,0.016518153,0.66948986,-0.74951553,0.12881345,0.045367897,0.12562251,0.57776,0.10982287,0.31176227,0.2562483,0.22701418,0.8254323,0.044879556,0.12780468
1709,1.0,Сигнал,0.5089545,0.043114487,0.3340803,-0.83942515,-0.91074896,-0.69927216,1.148108,-0.61206734,-0.6165024,1.3519244,0.6908678,0.67676103,0.7509042,-0.6184333,-0.7346065,-0.31923336,-0.004117299,0.0019571995,-0.21611378,0.5191395,0.18191326,0.63364655,0.4168239,0.22099185,0.17614245,0.3800388,1.1522253,0.6140245,0.40038863,0.8327849,0.33911267
1710,0.0,Фон,-0.600604,0.018111052,0.093899176,-0.47840357,-0.5003013,0.5254303,-0.7061612,0.36401126,2.346777,0.10238338,-0.10308554,0.07178228,0.002526354,-0.21912906,-0.080200866,0.51084965,0.07679534,-0.18675087,0.51145625,-0.18855211,0.49751845,0.053671233,0.09137282,0.2592745,0.42010045,0.014580667,0.78295654,0.5507621,1.8353207,0.2909355,0.48720798
1711,1.0,Сигнал,0.26382095,-0.5585344,-0.86386275,1.0511734,1.2846059,-1.0219121,-1.1638701,-0.34248927,-0.79872996,0.9582538,-0.38461357,-0.52516353,-0.2478049,0.030967481,0.13042231,0.18855847,-0.020850483,0.106182896,-0.36166555,-0.34639248,0.6484345,0.033370852,0.6160579,1.020206,1.1541835,1.2104706,1.1430196,0.44867218,0.4370644,1.3046463,0.80402344
1712,1.0,Сигнал,-0.332807,-0.4223649,-0.251877,-0.56389433,-0.6344169,-0.33529082,0.23178329,0.29451886,-0.9571497,-1.5303172,-0.28703293,-0.3971778,-0.18051781,-0.16339096,-0.06440577,0.16514646,-0.013243694,0.07699488,-0.41159925,-0.30499133,0.045774072,0.025187105,0.0713592,0.40050337,0.57001114,0.50043726,0.24502698,0.21752398,0.54555047,1.2253258,0.26499784
1713,1.0,Сигнал,-0.5440413,-0.5211749,-1.2597913,1.0027106,1.0046734,0.3782997,0.15224361,0.34036136,0.08914799,-0.548842,-0.7354233,-0.68766934,-0.8847031,1.0611628,1.0297112,0.17389952,-0.11949247,0.021261007,0.42610642,-0.553895,0.19138205,0.16649443,0.37508816,0.05845225,0.025037885,0.2044002,0.2717361,0.31910035,0.33695844,0.0050529838,0.054009367
1714,1.0,Сигнал,-0.8675143,-0.5899412,-1.0742065,1.0952802,0.8138512,0.119588114,-0.35888365,0.20313302,-0.28205898,0.3937983,-0.6927757,-0.6547819,-0.762212,0.92184514,0.88505733,0.15380192,-0.09251198,0.03542202,0.28550413,-0.48791465,0.17473859,0.064840674,0.3119945,0.17343503,0.07120615,0.034213804,0.26637167,0.16771099,0.5675631,0.8817129,0.13670254
1715,1.0,Сигнал,-0.8247317,-0.6483522,-0.9980256,1.0598859,1.0730813,-0.30434695,-0.42739058,0.08987791,-0.89680827,0.23972945,-0.66400254,-0.7320994,-0.60581756,0.6269581,0.66874945,0.17212409,-0.12904575,0.09206926,-0.06373851,-0.51091313,0.16072917,0.08374721,0.39220804,0.4329278,0.4043318,0.47647104,0.29834482,0.0021913499,0.83306974,0.7506426,0.2111094
1716,0.0,Фон,-0.58318025,-1.2180996,-0.61733323,1.4780828,1.8948766,0.20019817,0.20113508,-0.0058653667,1.4947392,-0.32528773,-0.81515694,-0.5810212,-1.2563204,1.6893592,1.6163633,0.20213182,-0.100231305,-0.061355315,1.2512187,-0.5943197,0.23197669,0.6370784,0.6389871,0.21127641,0.2785133,0.0019336492,0.3013664,0.05548995,0.2435205,0.26903197,0.121577896
1717,1.0,Сигнал,-0.31105867,-0.81086624,-1.152715,1.0636976,0.9641686,0.50884163,0.15816832,-0.21056904,-1.0263008,-0.16747448,-0.68933356,-0.7363663,-0.6830377,0.7210861,0.7468654,0.18585138,-0.13008054,0.07722884,0.025459845,-0.53929245,0.3782749,0.074499965,0.46967727,0.3426115,0.21730322,0.32299024,0.28824884,0.28779787,1.0517607,0.37181798,0.2048529
1718,0.0,Фон,-0.3762115,-0.7832465,-0.85370535,0.80123544,0.89036006,0.4605426,0.23749006,0.48160934,1.6747979,-0.090032175,-0.6614003,-0.44612914,-0.92870104,1.2155352,1.1622034,0.26301646,-0.06186289,-0.066897705,1.017079,-0.48845604,0.28518882,0.33711737,0.0749957,0.41429973,0.27184337,0.19752613,0.29935294,0.54850703,0.6577189,0.39842385,0.14669727
1719,1.0,Сигнал,-0.851741,-0.60687035,-1.3933194,1.002166,0.9740698,0.05125881,-0.09203111,-0.28785467,-0.35508794,-0.04448418,-0.7238283,-0.69749695,-0.8292686,0.9888099,0.9564751,0.14474937,-0.11859782,0.039728686,0.2941256,-0.5330277,0.1279127,0.0906266,0.5640508,0.013356149,0.017594695,0.09349056,0.026566714,0.32758337,0.64921355,0.48854354,0.112012625
1720,0.0,Фон,-0.20170213,0.3563802,0.6493842,-0.6319603,-0.5417061,0.28924978,-1.060828,0.72361916,2.3898096,0.33606628,0.20226276,0.32764807,0.3740761,-0.6334241,-0.47276834,0.5057635,0.09807205,-0.170302,0.19683358,0.07902179,0.40396488,0.028732121,0.2753081,0.0014638305,0.06893775,0.2165137,1.1589,0.89392114,2.192976,0.2570445,0.73088
1721,0.0,Фон,3.819549,1.1808834,0.8423755,-0.96303284,-0.78653455,-2.373627,-3.6831298,-1.2603865,0.97219,1.0818994,2.7489479,2.2193804,2.0484474,-1.3563457,-1.2352878,-2.0687206,-0.592652,0.297552,-0.16188753,1.1525508,1.0706012,1.038497,1.2060719,0.3933128,0.44875324,0.30490637,3.0904777,1.5579385,1.1340775,0.07065141,1.7397661
1722,1.0,Сигнал,0.46338183,0.044840377,0.7147727,-1.2015358,-1.1897813,0.39041972,0.66657865,0.55206203,-1.0421151,0.5382654,0.5788868,0.5849105,0.6693061,-0.64887005,-0.7123842,-0.11703034,0.030093905,-0.03775809,-0.21900916,0.41170114,0.11550498,0.5400701,0.0454666,0.55266577,0.47739708,0.50745004,0.63648474,0.58982015,0.82310593,0.12656426,0.25444597
